// 서버, 클라이언트 사용 스크립트																				
																				
//차원의 미궁 지역으로 사용할 기존 맵 설정																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y															
1	2	37	1	0	0	1	1	1	//정상											
1	3	1	3	6	0	0	2	0	//정상											
1	4	31	2	0	1	1	0	0	//정상											
2	0	25	2	0	1	1	0	0	//정상											
2	1	2	2	0	1	1	0	0	//정상											
2	2	1	2	0	1	1	0	1	//정상											
2	3	2	3	0	0	0	2	0	//정상											
2	4	9	2	0	1	1	0	0	//정상											
3	0	2	3	4	2	2	0	2	//정상											
3	1	5	2	0	1	1	1	0	//정상											
3	2	27	3	6	2	2	0	0	//정상											
3	3	2	4	0	0	1	0	0	//정상											
3	4	12	3	6	2	2	0	0	//정상											
4	0	1	2	0	1	0	0	0	//정상											
4	1	25	2	0	1	0	0	0	//정상											
4	2	32	2	0	1	0	0	0	//정상											
4	3	18	2	0	1	0	0	1	//정상											
4	4	19	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
31	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	33	2	0	0	1	0	1	//정상											
0	1	3	3	2	0	2	2	2	//정상											
0	2	37	2	0	0	1	1	1	//정상											
0	3	6	3	6	0	2	2	2	//정상											
0	4	5	2	0	0	1	1	1	//정상											
0	5	15	2	0	0	1	1	0	//정상											
1	0	4	2	0	1	1	0	0	//정상											
1	1	32	2	0	1	1	0	1	//정상											
1	2	6	3	6	2	2	2	2	//정상											
1	3	26	2	0	1	1	1	1	//정상											
1	4	16	3	0	2	2	2	2	//정상											
1	5	27	2	0	1	1	1	0	//정상											
2	0	16	2	0	1	1	0	1	//정상											
2	1	7	3	5	2	2	2	0	//정상											
2	2	5	2	0	1	0	0	1	//정상											
2	3	36	3	0	2	2	2	2	//정상											
2	4	28	3	2	2	2	2	0	//정상											
2	5	12	2	0	1	0	0	0	//정상											
3	0	29	3	3	2	2	0	2	//정상											
3	1	19	2	0	1	1	1	1	//정상											
3	2	37	3	6	0	0	2	0	//정상											
3	3	31	3	1	2	0	0	0	//정상											
3	4	22	2	0	1	0	0	1	//정상											
3	5	6	2	0	0	1	1	0	//정상											
4	0	34	1	0	1	1	0	1	//정상											
4	1	37	2	0	1	1	1	1	//정상											
4	2	16	2	0	0	0	1	0	//정상											
4	3	16	3	2	0	2	0	0	//정상											
4	4	16	4	0	0	1	0	0	//정상											
4	5	3	2	0	1	1	0	0	//정상											
5	0	22	3	1	2	0	0	0	//정상											
5	1	12	2	0	1	0	0	1	//정상											
5	2	34	2	0	0	0	1	1	//정상											
5	3	11	2	0	1	0	1	0	//정상											
5	4	18	2	0	1	0	0	1	//정상											
5	5	9	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
32	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	30	2	0	0	1	0	1	//정상											
0	1	0	2	0	0	1	1	0	//정상											
0	2	9	2	0	0	1	0	0	//정상											
0	3	22	2	0	0	1	0	0	//정상											
0	4	4	3	5	0	0	0	2	//정상											
0	5	11	2	0	0	1	1	0	//정상											
1	0	0	2	0	1	1	0	0	//정상											
1	1	7	4	0	1	0	0	0	//정상											
1	2	0	2	0	1	1	0	1	//정상											
1	3	8	3	1	2	2	2	2	//정상											
1	4	20	2	0	0	1	1	0	//정상											
1	5	6	3	1	2	2	0	0	//정상											
2	0	24	3	1	2	2	0	2	//정상											
2	1	4	3	0	0	0	2	0	//정상											
2	2	6	3	0	2	0	0	2	//정상											
2	3	20	2	0	1	0	1	1	//정상											
2	4	12	3	5	2	2	2	2	//정상											
2	5	35	1	0	1	1	1	0	//정상											
3	0	22	2	0	1	0	0	1	//정상											
3	1	2	2	0	0	1	1	0	//정상											
3	2	1	2	0	0	1	0	1	//정상											
3	3	26	3	6	0	2	2	0	//정상											
3	4	18	2	0	1	1	0	1	//정상											
3	5	30	3	1	2	2	2	0	//정상											
4	0	3	2	0	0	1	0	0	//정상											
4	1	29	3	0	2	0	0	2	//정상											
4	2	28	2	0	1	0	1	0	//정상											
4	3	17	2	0	1	1	0	0	//정상											
4	4	6	2	0	1	1	0	0	//정상											
4	5	34	2	0	1	1	0	0	//정상											
5	0	1	3	4	2	0	0	2	//정상											
5	1	5	2	0	0	0	1	1	//정상											
5	2	9	2	0	0	0	1	1	//정상											
5	3	20	3	7	2	0	2	2	//정상											
5	4	12	2	0	1	0	1	0	//정상											
5	5	15	2	0	1	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
33	2	6	6																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	18	2	0	0	1	0	1	//정상											
0	1	4	2	0	0	0	1	0	//정상											
0	2	5	3	4	0	2	0	2	//정상											
0	3	7	2	0	0	1	1	0	//정상											
0	4	25	2	0	0	1	0	1	//정상											
0	5	10	4	0	0	0	1	0	//정상											
1	0	31	2	0	1	1	0	0	//정상											
1	1	28	3	0	0	2	0	2	//정상											
1	2	1	2	0	1	0	1	0	//정상											
1	3	29	2	0	1	0	0	1	//정상											
1	4	2	2	0	1	0	1	0	//정상											
1	5	30	2	0	0	1	0	0	//정상											
2	0	16	2	0	1	1	0	1	//정상											
2	1	2	2	0	1	0	1	1	//정상											
2	2	10	2	0	0	1	1	0	//정상											
2	3	16	2	0	0	1	0	1	//정상											
2	4	2	3	6	0	2	2	2	//정상											
2	5	30	2	0	1	0	1	0	//정상											
3	0	32	2	0	1	1	0	1	//정상											
3	1	6	3	4	0	2	2	2	//정상											
3	2	26	3	7	2	0	2	2	//정상											
3	3	8	3	3	2	2	2	2	//정상											
3	4	32	2	0	1	0	1	0	//정상											
3	5	11	3	7	0	2	0	0	//정상											
4	0	7	2	0	1	0	0	1	//정상											
4	1	9	3	2	2	2	2	0	//정상											
4	2	2	3	5	0	2	0	2	//정상											
4	3	22	1	0	1	1	1	1	//정상											
4	4	10	2	0	0	1	1	1	//정상											
4	5	16	2	0	1	1	1	0	//정상											
5	0	26	3	6	0	0	0	2	//정상											
5	1	20	2	0	1	0	1	1	//정상											
5	2	1	2	0	1	0	1	1	//정상											
5	3	30	3	3	2	0	2	2	//정상											
5	4	21	3	5	2	0	2	2	//정상											
5	5	8	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
34	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	30	2	0	0	1	0	1	//정상											
0	1	19	3	6	0	2	2	2	//정상											
0	2	32	3	4	0	2	2	2	//정상											
0	3	32	2	0	0	0	1	1	//정상											
0	4	26	3	0	0	0	2	2	//정상											
0	5	4	2	0	0	0	1	1	//정상											
0	6	32	3	2	0	2	2	0	//정상											
1	0	23	2	0	1	1	0	1	//정상											
1	1	9	2	0	1	1	1	1	//정상											
1	2	30	3	2	2	2	2	0	//정상											
1	3	10	2	0	0	1	0	1	//정상											
1	4	14	2	0	0	0	1	1	//정상											
1	5	28	2	0	0	1	1	1	//정상											
1	6	0	2	0	1	1	1	0	//정상											
2	0	18	2	0	1	1	0	1	//정상											
2	1	8	1	0	1	1	1	1	//정상											
2	2	17	3	5	2	0	2	0	//정상											
2	3	37	3	2	2	2	0	2	//정상											
2	4	17	3	0	0	2	2	2	//정상											
2	5	26	3	3	2	0	2	0	//정상											
2	6	8	2	0	1	1	0	0	//정상											
3	0	19	3	6	2	2	0	2	//정상											
3	1	37	3	5	2	0	2	0	//정상											
3	2	27	2	0	0	1	0	1	//정상											
3	3	23	2	0	1	0	1	0	//정상											
3	4	31	2	0	1	0	0	0	//정상											
3	5	36	2	0	0	1	0	1	//정상											
3	6	35	3	2	2	2	2	0	//정상											
4	0	32	2	0	1	1	0	1	//정상											
4	1	12	2	0	0	0	1	0	//정상											
4	2	31	2	0	1	0	0	1	//정상											
4	3	7	2	0	0	1	1	0	//정상											
4	4	0	4	0	0	1	0	0	//정상											
4	5	30	3	3	2	2	0	2	//정상											
4	6	23	2	0	1	1	1	0	//정상											
5	0	8	2	0	1	1	0	1	//정상											
5	1	25	3	1	0	2	2	2	//정상											
5	2	14	3	1	0	2	2	0	//정상											
5	3	20	2	0	1	1	0	0	//정상											
5	4	28	2	0	1	0	0	1	//정상											
5	5	36	2	0	1	0	1	1	//정상											
5	6	4	3	5	2	2	2	0	//정상											
6	0	37	3	0	2	0	0	2	//정상											
6	1	10	2	0	1	0	1	1	//정상											
6	2	29	2	0	1	0	1	1	//정상											
6	3	36	2	0	1	0	1	0	//정상											
6	4	37	3	2	0	0	0	2	//정상											
6	5	21	2	0	0	0	1	1	//정상											
6	6	7	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
35	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	21	3	2	0	0	0	2	//정상											
0	1	37	2	0	0	0	1	1	//정상											
0	2	12	3	6	0	2	2	2	//정상											
0	3	13	2	0	0	1	1	0	//정상											
0	4	24	2	0	0	0	0	1	//정상											
0	5	3	3	7	0	2	2	2	//정상											
0	6	24	2	0	0	1	1	0	//정상											
1	0	18	2	0	0	1	0	1	//정상											
1	1	10	2	0	0	0	1	1	//정상											
1	2	23	2	0	1	0	1	0	//정상											
1	3	33	2	0	1	0	0	1	//정상											
1	4	9	2	0	0	0	1	1	//정상											
1	5	17	3	6	2	2	2	2	//정상											
1	6	36	3	5	2	2	2	0	//정상											
2	0	22	2	0	1	0	0	1	//정상											
2	1	22	4	0	0	0	1	0	//정상											
2	2	14	2	0	0	1	0	1	//정상											
2	3	24	2	0	0	1	1	1	//정상											
2	4	1	3	4	0	2	2	0	//정상											
2	5	6	2	0	1	0	0	1	//정상											
2	6	37	2	0	1	1	1	0	//정상											
3	0	0	2	0	0	1	0	1	//정상											
3	1	33	2	0	0	1	1	0	//정상											
3	2	0	2	0	1	1	0	0	//정상											
3	3	33	2	0	1	0	0	1	//정상											
3	4	8	3	6	2	0	2	2	//정상											
3	5	26	2	0	0	0	1	1	//정상											
3	6	5	2	0	1	1	1	0	//정상											
4	0	18	3	2	2	2	0	2	//정상											
4	1	6	3	3	2	2	2	0	//정상											
4	2	17	2	0	1	0	0	1	//정상											
4	3	6	2	0	0	0	1	1	//정상											
4	4	14	2	0	0	1	1	1	//정상											
4	5	29	3	6	0	2	2	2	//정상											
4	6	2	3	1	2	2	2	0	//정상											
5	0	12	2	0	1	1	0	1	//정상											
5	1	10	1	0	1	1	1	1	//정상											
5	2	6	3	6	0	2	2	2	//정상											
5	3	6	3	4	0	2	2	0	//정상											
5	4	34	2	0	1	0	0	1	//정상											
5	5	8	3	3	2	2	2	2	//정상											
5	6	27	3	3	2	2	2	0	//정상											
6	0	23	3	4	2	0	0	2	//정상											
6	1	13	3	3	2	0	2	2	//정상											
6	2	32	2	0	1	0	1	1	//정상											
6	3	29	2	0	1	0	1	1	//정상											
6	4	11	2	0	0	0	1	1	//정상											
6	5	5	2	0	1	0	1	1	//정상											
6	6	21	3	4	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
36	3	7	7																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	9	2	0	0	1	0	1	//정상											
0	1	5	2	0	0	1	1	0	//정상											
0	2	16	3	6	0	2	0	2	//정상											
0	3	31	2	0	0	1	1	1	//정상											
0	4	31	2	0	0	0	1	1	//정상											
0	5	15	2	0	0	0	1	1	//정상											
0	6	12	2	0	0	1	1	0	//정상											
1	0	24	2	0	1	1	0	0	//정상											
1	1	9	4	0	1	0	0	0	//정상											
1	2	12	3	3	2	2	0	0	//정상											
1	3	34	2	0	1	0	0	1	//정상											
1	4	5	2	0	0	1	1	0	//정상											
1	5	5	1	0	0	1	0	0	//정상											
1	6	5	3	3	2	2	0	0	//정상											
2	0	16	3	5	2	2	0	2	//정상											
2	1	4	3	1	0	2	2	0	//정상											
2	2	21	2	0	1	0	0	1	//정상											
2	3	32	3	2	0	0	2	2	//정상											
2	4	25	3	2	2	0	2	2	//정상											
2	5	3	2	0	1	0	1	0	//정상											
2	6	14	2	0	1	1	0	0	//정상											
3	0	6	2	0	1	1	0	1	//정상											
3	1	0	3	6	2	2	2	2	//정상											
3	2	18	3	0	0	0	2	0	//정상											
3	3	14	2	0	0	1	0	1	//정상											
3	4	2	2	0	0	0	1	1	//정상											
3	5	15	2	0	0	1	1	0	//정상											
3	6	35	2	0	1	1	0	0	//정상											
4	0	37	3	4	2	2	0	2	//정상											
4	1	22	2	0	1	1	1	1	//정상											
4	2	28	3	2	0	2	2	0	//정상											
4	3	29	2	0	1	1	0	0	//정상											
4	4	3	2	0	0	1	0	1	//정상											
4	5	18	2	0	1	1	1	0	//정상											
4	6	11	2	0	1	1	0	0	//정상											
5	0	28	3	5	2	0	0	2	//정상											
5	1	11	3	5	2	0	2	2	//정상											
5	2	20	2	0	1	0	1	1	//정상											
5	3	13	2	0	1	0	1	0	//정상											
5	4	20	3	0	2	2	0	2	//정상											
5	5	33	2	0	1	1	1	0	//정상											
5	6	17	2	0	1	1	0	0	//정상											
6	0	1	3	2	0	0	0	2	//정상											
6	1	37	3	5	0	0	2	2	//정상											
6	2	17	2	0	0	0	1	1	//정상											
6	3	34	3	7	0	0	2	2	//정상											
6	4	17	3	2	2	0	2	2	//정상											
6	5	36	2	0	1	0	1	1	//정상											
6	6	0	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
37	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	29	3	0	0	2	0	2	//정상											
0	1	33	2	0	0	1	1	1	//정상											
0	2	22	2	0	0	1	1	1	//정상											
0	3	11	3	3	0	0	2	2	//정상											
0	4	7	2	0	0	0	1	1	//정상											
0	5	15	2	0	0	0	1	1	//정상											
0	6	5	2	0	0	1	1	1	//정상											
0	7	3	2	0	0	1	1	0	//정상											
1	0	20	2	0	1	1	0	1	//정상											
1	1	4	2	0	1	0	1	0	//정상											
1	2	30	2	0	1	1	0	0	//정상											
1	3	37	2	0	0	1	0	1	//정상											
1	4	7	2	0	0	1	1	1	//정상											
1	5	23	2	0	0	1	1	1	//정상											
1	6	22	3	1	2	2	2	2	//정상											
1	7	21	3	6	2	2	2	0	//정상											
2	0	6	3	5	2	2	0	2	//정상											
2	1	13	2	0	0	1	1	0	//정상											
2	2	25	2	0	1	1	0	0	//정상											
2	3	9	2	0	1	1	0	0	//정상											
2	4	25	3	4	2	2	0	0	//정상											
2	5	37	2	0	1	1	0	0	//정상											
2	6	14	2	0	1	0	0	1	//정상											
2	7	0	3	3	2	2	2	0	//정상											
3	0	14	2	0	1	1	0	1	//정상											
3	1	21	3	4	2	2	2	0	//정상											
3	2	0	2	0	1	0	0	1	//정상											
3	3	22	3	1	2	2	2	2	//정상											
3	4	17	2	0	1	0	1	0	//정상											
3	5	24	2	0	1	1	0	1	//정상											
3	6	3	2	0	0	1	1	0	//정상											
3	7	24	2	0	1	1	0	0	//정상											
4	0	14	2	0	1	0	0	1	//정상											
4	1	3	3	4	2	2	2	2	//정상											
4	2	17	3	1	0	2	2	0	//정상											
4	3	22	2	0	1	0	0	1	//정상											
4	4	34	3	4	0	2	2	2	//정상											
4	5	10	3	7	2	2	2	2	//정상											
4	6	5	3	6	2	2	2	0	//정상											
4	7	27	2	0	1	1	0	0	//정상											
5	0	34	2	0	0	1	0	0	//정상											
5	1	11	2	0	1	0	0	1	//정상											
5	2	30	2	0	1	1	1	1	//정상											
5	3	3	3	0	0	0	2	0	//정상											
5	4	5	2	0	1	0	0	1	//정상											
5	5	17	3	1	2	0	2	2	//정상											
5	6	28	2	0	1	1	1	0	//정상											
5	7	8	2	0	1	1	0	0	//정상											
6	0	3	3	4	2	2	0	2	//정상											
6	1	24	1	0	0	1	1	1	//정상											
6	2	19	3	6	2	2	2	0	//정상											
6	3	20	4	0	0	1	0	0	//정상											
6	4	35	2	0	0	1	0	1	//정상											
6	5	8	2	0	0	1	1	1	//정상											
6	6	27	2	0	1	1	1	1	//정상											
6	7	18	3	7	2	2	2	0	//정상											
7	0	17	2	0	1	0	0	1	//정상											
7	1	22	3	0	2	0	2	2	//정상											
7	2	6	3	1	2	0	2	0	//정상											
7	3	35	2	0	1	0	0	1	//정상											
7	4	37	2	0	1	0	1	1	//정상											
7	5	2	3	4	2	0	2	0	//정상											
7	6	7	3	0	2	0	0	2	//정상											
7	7	10	3	5	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
38	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	1	3	0	0	2	0	2	//정상											
0	1	12	2	0	0	1	1	1	//정상											
0	2	28	2	0	0	1	1	0	//정상											
0	3	37	3	7	0	2	0	2	//정상											
0	4	1	2	0	0	1	1	1	//정상											
0	5	7	2	0	0	0	1	1	//정상											
0	6	21	2	0	0	0	1	1	//정상											
0	7	31	2	0	0	1	1	0	//정상											
1	0	18	2	0	1	1	0	1	//정상											
1	1	17	2	0	1	0	1	0	//정상											
1	2	19	4	0	1	0	0	0	//정상											
1	3	13	3	7	2	2	0	2	//정상											
1	4	13	3	0	2	2	2	2	//정상											
1	5	22	2	0	0	0	1	1	//정상											
1	6	33	1	0	0	0	1	0	//정상											
1	7	33	2	0	1	1	0	0	//정상											
2	0	0	2	0	1	1	0	1	//정상											
2	1	28	3	3	0	0	2	0	//정상											
2	2	34	3	3	0	2	0	0	//정상											
2	3	18	3	5	2	0	0	2	//정상											
2	4	26	2	0	1	0	1	0	//정상											
2	5	31	3	0	0	0	0	2	//정상											
2	6	23	2	0	0	1	1	1	//정상											
2	7	24	3	2	2	2	2	0	//정상											
3	0	30	2	0	1	0	0	1	//정상											
3	1	3	2	0	0	1	1	0	//정상											
3	2	2	3	5	2	2	0	2	//정상											
3	3	25	2	0	0	1	1	1	//정상											
3	4	13	2	0	0	0	1	1	//정상											
3	5	7	2	0	0	1	1	0	//정상											
3	6	6	2	0	1	1	0	1	//정상											
3	7	36	3	1	2	0	2	0	//정상											
4	0	8	3	3	0	2	0	2	//정상											
4	1	33	2	0	1	1	1	0	//정상											
4	2	27	3	6	2	2	0	2	//정상											
4	3	25	2	0	1	1	1	0	//정상											
4	4	20	3	6	0	2	0	2	//정상											
4	5	15	2	0	1	1	1	0	//정상											
4	6	26	2	0	1	1	0	1	//정상											
4	7	23	2	0	0	1	1	0	//정상											
5	0	26	2	0	1	1	0	0	//정상											
5	1	7	2	0	1	1	0	0	//정상											
5	2	26	2	0	1	1	0	1	//정상											
5	3	5	3	3	2	2	2	0	//정상											
5	4	32	3	0	2	2	0	2	//정상											
5	5	5	3	7	2	2	2	0	//정상											
5	6	37	3	0	2	2	0	2	//정상											
5	7	22	3	4	2	2	2	0	//정상											
6	0	9	3	5	2	2	0	0	//정상											
6	1	36	2	0	1	0	0	1	//정상											
6	2	8	2	0	1	0	1	1	//정상											
6	3	33	2	0	1	0	1	0	//정상											
6	4	36	3	5	2	2	0	2	//정상											
6	5	12	2	0	1	1	1	0	//정상											
6	6	4	3	1	2	2	0	0	//정상											
6	7	1	2	0	1	1	0	0	//정상											
7	0	0	2	0	1	0	0	1	//정상											
7	1	13	2	0	0	0	1	1	//정상											
7	2	13	3	7	0	0	2	2	//정상											
7	3	23	2	0	0	0	1	1	//정상											
7	4	35	3	4	2	0	2	2	//정상											
7	5	20	2	0	1	0	1	1	//정상											
7	6	20	2	0	1	0	1	1	//정상											
7	7	24	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
39	4	8	8																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	31	2	0	0	1	0	1	//정상											
0	1	17	2	0	0	0	1	1	//정상											
0	2	6	2	0	0	0	1	1	//정상											
0	3	19	3	5	0	2	2	2	//정상											
0	4	15	3	6	0	2	2	0	//정상											
0	5	9	2	0	0	1	0	1	//정상											
0	6	5	2	0	0	1	1	1	//정상											
0	7	37	2	0	0	1	1	0	//정상											
1	0	2	2	0	1	0	0	1	//정상											
1	1	7	1	0	0	1	1	1	//정상											
1	2	23	3	5	0	0	2	0	//정상											
1	3	12	2	0	1	1	0	1	//정상											
1	4	7	2	0	1	1	1	1	//정상											
1	5	3	2	0	1	0	1	0	//정상											
1	6	15	2	0	1	1	0	1	//정상											
1	7	30	3	3	2	2	2	0	//정상											
2	0	15	2	0	0	1	0	1	//정상											
2	1	4	3	1	2	2	2	0	//정상											
2	2	18	4	0	0	1	0	0	//정상											
2	3	13	3	3	2	0	0	0	//정상											
2	4	26	3	3	2	0	0	2	//정상											
2	5	8	3	7	0	2	2	2	//정상											
2	6	0	3	1	2	2	2	2	//정상											
2	7	10	3	4	2	0	2	0	//정상											
3	0	10	3	5	2	2	0	2	//정상											
3	1	32	2	0	1	1	1	0	//정상											
3	2	12	2	0	1	0	0	1	//정상											
3	3	1	2	0	0	0	1	1	//정상											
3	4	2	2	0	0	1	1	0	//정상											
3	5	6	2	0	1	1	0	1	//정상											
3	6	21	2	0	1	0	1	1	//정상											
3	7	1	2	0	0	1	1	0	//정상											
4	0	16	3	2	2	2	0	2	//정상											
4	1	12	3	4	2	0	2	2	//정상											
4	2	34	3	2	0	0	2	2	//정상											
4	3	1	2	0	0	0	1	0	//정상											
4	4	5	2	0	1	1	0	0	//정상											
4	5	29	3	7	2	2	0	2	//정상											
4	6	37	2	0	0	1	1	1	//정상											
4	7	32	2	0	1	1	1	0	//정상											
5	0	19	3	7	2	2	0	0	//정상											
5	1	11	2	0	0	1	0	1	//정상											
5	2	4	2	0	0	0	1	1	//정상											
5	3	2	2	0	0	0	1	1	//정상											
5	4	22	2	0	1	0	1	0	//정상											
5	5	14	3	3	2	2	0	2	//정상											
5	6	22	2	0	1	1	1	1	//정상											
5	7	30	2	0	1	1	1	0	//정상											
6	0	27	2	0	1	1	0	0	//정상											
6	1	28	3	6	2	2	0	2	//정상											
6	2	9	3	3	0	2	2	2	//정상											
6	3	31	2	0	0	1	1	1	//정상											
6	4	30	2	0	0	1	1	1	//정상											
6	5	3	3	3	2	2	2	2	//정상											
6	6	21	3	5	2	2	2	2	//정상											
6	7	21	3	5	2	2	2	0	//정상											
7	0	24	2	0	1	0	0	0	//정상											
7	1	36	2	0	1	0	0	1	//정상											
7	2	9	2	0	1	0	1	1	//정상											
7	3	5	3	3	2	0	2	2	//정상											
7	4	32	2	0	1	0	1	1	//정상											
7	5	21	2	0	1	0	1	1	//정상											
7	6	4	2	0	1	0	1	0	//정상											
7	7	21	3	2	2	0	0	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
40	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	33	2	0	0	1	0	1	//정상											
0	1	14	3	4	0	2	2	0	//정상											
0	2	23	2	0	0	0	0	1	//정상											
0	3	36	3	4	0	2	2	2	//정상											
0	4	28	3	3	0	2	2	2	//정상											
0	5	26	2	0	0	0	1	1	//정상											
0	6	11	2	0	0	1	1	1	//정상											
0	7	10	3	3	0	2	2	2	//정상											
0	8	32	3	5	0	2	2	0	//정상											
1	0	18	3	3	2	2	0	2	//정상											
1	1	13	2	0	1	1	1	1	//정상											
1	2	10	2	0	0	1	1	0	//정상											
1	3	27	2	0	1	0	0	1	//정상											
1	4	27	3	0	2	2	2	2	//정상											
1	5	13	2	0	0	1	1	0	//정상											
1	6	11	2	0	1	0	0	1	//정상											
1	7	29	2	0	1	1	1	1	//정상											
1	8	9	3	2	2	2	2	0	//정상											
2	0	34	2	0	1	1	0	0	//정상											
2	1	35	2	0	1	1	0	0	//정상											
2	2	17	2	0	1	0	0	1	//정상											
2	3	4	2	0	0	1	1	0	//정상											
2	4	6	2	0	1	1	0	1	//정상											
2	5	8	2	0	1	0	1	1	//정상											
2	6	17	3	3	0	2	2	0	//정상											
2	7	3	2	0	1	0	0	1	//정상											
2	8	27	2	0	1	1	1	0	//정상											
3	0	10	3	5	2	2	0	0	//정상											
3	1	0	2	0	1	1	0	1	//정상											
3	2	7	3	3	0	2	2	0	//정상											
3	3	9	2	0	1	1	0	0	//정상											
3	4	29	2	0	1	1	0	1	//정상											
3	5	23	2	0	0	1	1	1	//정상											
3	6	8	2	0	1	0	1	0	//정상											
3	7	0	3	6	0	2	0	2	//정상											
3	8	3	2	0	1	1	1	0	//정상											
4	0	21	2	0	1	1	0	0	//정상											
4	1	19	3	7	2	2	0	2	//정상											
4	2	4	3	0	2	0	2	0	//정상											
4	3	35	4	0	1	0	0	0	//정상											
4	4	12	3	7	2	2	0	2	//정상											
4	5	16	1	0	1	1	1	1	//정상											
4	6	23	3	3	0	2	2	0	//정상											
4	7	2	2	0	1	1	0	1	//정상											
4	8	21	2	0	1	1	1	0	//정상											
5	0	34	2	0	1	1	0	1	//정상											
5	1	37	2	0	1	0	1	0	//정상											
5	2	28	3	7	0	2	0	2	//정상											
5	3	21	3	7	0	2	2	2	//정상											
5	4	2	2	0	1	0	1	1	//정상											
5	5	19	3	6	2	0	2	2	//정상											
5	6	4	3	0	2	0	2	2	//정상											
5	7	19	3	5	2	2	2	2	//정상											
5	8	0	3	2	2	2	2	0	//정상											
6	0	34	2	0	1	1	0	0	//정상											
6	1	10	3	7	0	0	0	2	//정상											
6	2	9	3	2	2	0	2	2	//정상											
6	3	19	2	0	1	0	1	0	//정상											
6	4	18	2	0	0	1	0	1	//정상											
6	5	4	2	0	0	1	1	0	//정상											
6	6	24	3	0	0	2	0	2	//정상											
6	7	3	2	0	1	0	1	1	//정상											
6	8	6	2	0	1	1	1	0	//정상											
7	0	20	2	0	1	1	0	1	//정상											
7	1	36	2	0	0	0	1	1	//정상											
7	2	15	2	0	0	0	1	1	//정상											
7	3	13	2	0	0	0	1	1	//정상											
7	4	26	2	0	1	0	1	0	//정상											
7	5	18	2	0	1	1	0	0	//정상											
7	6	27	2	0	1	1	0	0	//정상											
7	7	18	3	5	0	2	0	2	//정상											
7	8	3	2	0	1	1	1	0	//정상											
8	0	3	3	1	2	0	0	2	//정상											
8	1	9	3	2	0	0	2	2	//정상											
8	2	11	2	0	0	0	1	1	//정상											
8	3	20	3	0	0	0	2	2	//정상											
8	4	10	2	0	0	0	1	1	//정상											
8	5	37	2	0	1	0	1	1	//정상											
8	6	6	3	4	2	0	2	2	//정상											
8	7	16	2	0	1	0	1	1	//정상											
8	8	31	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
41	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	5	3	4	0	2	0	2	//정상											
0	1	24	3	1	0	0	2	2	//정상											
0	2	31	3	2	0	0	2	0	//정상											
0	3	5	3	4	0	2	0	2	//정상											
0	4	14	2	0	0	1	1	1	//정상											
0	5	11	3	6	0	2	2	2	//정상											
0	6	8	2	0	0	1	1	1	//정상											
0	7	13	2	0	0	1	1	1	//정상											
0	8	1	2	0	0	1	1	0	//정상											
1	0	13	2	0	1	1	0	1	//정상											
1	1	21	2	0	0	0	1	1	//정상											
1	2	10	2	0	0	1	1	0	//정상											
1	3	29	2	0	1	0	0	1	//정상											
